model,imgsz,fps_level,stride,precision,buf_mode,track_buffer,seq,mota,idf1,num_switches,idsw_per_gt_track,mostly_tracked_ratio,mostly_lost,n_gt_tracks,n_strided_frames
yolo26s,640,15,2,trt,scaled,15,MOT17-09,0.7084221748400853,0.6776420605416887,35,1.3461538461538463,0.6923076923076923,3,26,263
yolo26s,640,15,2,trt,scaled,15,MOT17-02,0.321763202725724,0.4762163631421582,23,0.4423076923076923,0.25,27,52,300
yolo26s,640,15,2,trt,scaled,15,MOT17-04,0.3532248342374925,0.49190225884358574,40,0.5063291139240507,0.13924050632911392,41,79,525
yolo26s,640,10,3,fp32,scaled,10,MOT17-09,0.5982357658380113,0.6538745387453875,39,1.5,0.7692307692307693,3,26,175
yolo26s,640,10,3,fp32,scaled,10,MOT17-02,0.34452975047984646,0.4936066571950477,26,0.5,0.25,26,52,200
yolo26s,640,10,3,fp32,scaled,10,MOT17-04,0.30831260833521745,0.44798936523762045,24,0.3037974683544304,0.11392405063291139,43,79,350
yolo26s,640,10,3,int8,scaled,10,MOT17-09,0.7129109863672815,0.6849785407725322,34,1.3076923076923077,0.4230769230769231,3,26,175
yolo26s,640,10,3,int8,scaled,10,MOT17-02,0.291106845809341,0.476713532513181,14,0.2692307692307692,0.15384615384615385,31,52,200
yolo26s,640,10,3,int8,scaled,10,MOT17-04,0.26015524907679555,0.38270607250057725,19,0.24050632911392406,0.10126582278481013,48,79,350
yolo26s,640,10,3,trt,scaled,10,MOT17-09,0.7000801924619086,0.6753036437246963,38,1.4615384615384615,0.6538461538461539,3,26,175
yolo26s,640,10,3,trt,scaled,10,MOT17-02,0.31957773512476007,0.4858966440189417,26,0.5,0.25,27,52,200
yolo26s,640,10,3,trt,scaled,10,MOT17-04,0.34810460471776317,0.48647197766802663,32,0.4050632911392405,0.13924050632911392,41,79,350
yolo26s,640,7,4,fp32,scaled,8,MOT17-09,0.6146496815286624,0.6881827209533267,31,1.1923076923076923,0.7307692307692307,3,26,132
yolo26s,640,7,4,fp32,scaled,8,MOT17-02,0.3351788756388415,0.48158328752061574,23,0.4423076923076923,0.25,27,52,150
yolo26s,640,7,4,fp32,scaled,8,MOT17-04,0.3044524669073405,0.45310074654446003,23,0.2911392405063291,0.12658227848101267,43,79,263
yolo26s,640,7,4,int8,scaled,8,MOT17-09,0.7006369426751593,0.6797687861271676,36,1.3846153846153846,0.46153846153846156,3,26,132
yolo26s,640,7,4,int8,scaled,8,MOT17-02,0.2879045996592845,0.4475937407735459,15,0.28846153846153844,0.17307692307692307,32,52,150
yolo26s,640,7,4,int8,scaled,8,MOT17-04,0.2530084235860409,0.3731931668856767,16,0.20253164556962025,0.10126582278481013,48,79,263
yolo26s,640,7,4,trt,scaled,8,MOT17-09,0.6878980891719746,0.6092643051771117,47,1.8076923076923077,0.6153846153846154,3,26,132
yolo26s,640,7,4,trt,scaled,8,MOT17-02,0.31729131175468483,0.4876423215773396,16,0.3076923076923077,0.23076923076923078,29,52,150
yolo26s,640,7,4,trt,scaled,8,MOT17-04,0.3407541115122342,0.4671689989235737,39,0.4936708860759494,0.13924050632911392,41,79,263
yolo26s,640,5,6,fp32,scaled,5,MOT17-09,0.5518341307814991,0.586687306501548,55,2.1153846153846154,0.5384615384615384,3,26,88
yolo26s,640,5,6,fp32,scaled,5,MOT17-02,0.33781190019193863,0.47183396865734856,22,0.4230769230769231,0.23076923076923078,28,52,100
yolo26s,640,5,6,fp32,scaled,5,MOT17-04,0.2922195416164053,0.4278327338129496,22,0.27848101265822783,0.08860759493670886,44,79,175
yolo26s,640,5,6,int8,scaled,5,MOT17-09,0.6028708133971292,0.5785270629991127,60,2.3076923076923075,0.3076923076923077,3,26,88
yolo26s,640,5,6,int8,scaled,5,MOT17-02,0.2763915547024952,0.4444444444444444,15,0.28846153846153844,0.15384615384615385,32,52,100
yolo26s,640,5,6,int8,scaled,5,MOT17-04,0.24110373944511465,0.3551159778641234,20,0.25316455696202533,0.0759493670886076,50,79,175
yolo26s,640,5,6,trt,scaled,5,MOT17-09,0.5917065390749601,0.5914069081718618,61,2.3461538461538463,0.46153846153846156,3,26,88
yolo26s,640,5,6,trt,scaled,5,MOT17-02,0.3141394753678822,0.483843537414966,14,0.2692307692307692,0.17307692307692307,29,52,100
yolo26s,640,5,6,trt,scaled,5,MOT17-04,0.3276537997587454,0.46214355948869223,28,0.35443037974683544,0.12658227848101267,41,79,175
yolo26s,640,3,10,fp32,scaled,5,MOT17-09,0.33333333333333337,0.4701086956521739,64,2.56,0.44,2,25,53
yolo26s,640,3,10,fp32,scaled,5,MOT17-02,0.2990353697749196,0.4401772525849335,22,0.43137254901960786,0.19607843137254902,28,51,60
yolo26s,640,3,10,fp32,scaled,5,MOT17-04,0.25855130784708247,0.3705984221666346,27,0.34177215189873417,0.05063291139240506,47,79,105
yolo26s,640,3,10,int8,scaled,5,MOT17-09,0.4,0.47474747474747475,45,1.8,0.2,4,25,53
yolo26s,640,3,10,int8,scaled,5,MOT17-02,0.21329046087888537,0.27917981072555204,26,0.5098039215686274,0.09803921568627451,34,51,60
yolo26s,640,3,10,int8,scaled,5,MOT17-04,0.21504024144869216,0.331925165962583,20,0.25316455696202533,0.06329113924050633,52,79,105
yolo26s,640,3,10,trt,scaled,5,MOT17-09,0.43466666666666665,0.49693251533742333,54,2.16,0.36,3,25,53
yolo26s,640,3,10,trt,scaled,5,MOT17-02,0.2540192926045016,0.3249258160237389,32,0.6274509803921569,0.13725490196078433,30,51,60
yolo26s,640,3,10,trt,scaled,5,MOT17-04,0.30432595573440646,0.43706880477344767,27,0.34177215189873417,0.10126582278481013,44,79,105
yolo26s,640,2,15,fp32,scaled,5,MOT17-09,0.13469387755102036,0.3006535947712418,79,3.16,0.36,5,25,35
yolo26s,640,2,15,fp32,scaled,5,MOT17-02,0.2507987220447284,0.33295063145809417,24,0.48,0.1,30,50,40
yolo26s,640,2,15,fp32,scaled,5,MOT17-04,0.2246130615326538,0.3223508459483526,33,0.4177215189873418,0.05063291139240506,51,79,70
yolo26s,640,2,15,fp32,fixed,30,MOT17-09,0.13469387755102036,0.27906976744186046,91,3.64,0.52,5,25,35
yolo26s,640,2,15,fp32,fixed,30,MOT17-02,0.22523961661341851,0.3188405797101449,40,0.8,0.1,28,50,40
yolo26s,640,2,15,fp32,fixed,30,MOT17-04,0.22838807097017744,0.3321492007104796,32,0.4050632911392405,0.05063291139240506,51,79,70
yolo26s,640,2,15,int8,scaled,5,MOT17-09,0.310204081632653,0.3541666666666667,41,1.64,0.16,7,25,35
yolo26s,640,2,15,int8,scaled,5,MOT17-02,0.1773162939297125,0.2331288343558282,20,0.4,0.1,35,50,40
yolo26s,640,2,15,int8,scaled,5,MOT17-04,0.17704794261985657,0.271850699844479,23,0.2911392405063291,0.02531645569620253,55,79,70
yolo26s,640,2,15,int8,fixed,30,MOT17-09,0.2979591836734694,0.3299492385786802,54,2.16,0.28,6,25,35
yolo26s,640,2,15,int8,fixed,30,MOT17-02,0.16613418530351443,0.23741007194244604,34,0.68,0.1,33,50,40
yolo26s,640,2,15,int8,fixed,30,MOT17-04,0.18271045677614195,0.2849179312480644,22,0.27848101265822783,0.02531645569620253,55,79,70
yolo26s,640,2,15,trt,scaled,5,MOT17-09,0.28979591836734697,0.357487922705314,52,2.08,0.24,5,25,35
yolo26s,640,2,15,trt,scaled,5,MOT17-02,0.21086261980830667,0.29364161849710985,29,0.58,0.14,31,50,40
yolo26s,640,2,15,trt,scaled,5,MOT17-04,0.2619856549641374,0.3873586546825167,30,0.379746835443038,0.0379746835443038,47,79,70
yolo26s,640,2,15,trt,fixed,30,MOT17-09,0.2693877551020408,0.32786885245901637,62,2.48,0.32,3,25,35
yolo26s,640,2,15,trt,fixed,30,MOT17-02,0.21086261980830667,0.2912400455062571,37,0.74,0.16,30,50,40
yolo26s,640,2,15,trt,fixed,30,MOT17-04,0.26500566251415625,0.3967611336032389,31,0.3924050632911392,0.0379746835443038,47,79,70
yolo26s,640,1,30,fp32,scaled,5,MOT17-09,0.05555555555555558,0.21428571428571427,35,1.5909090909090908,0.18181818181818182,3,22,18
yolo26s,640,1,30,fp32,scaled,5,MOT17-02,0.13738019169329074,0.25471698113207547,28,0.56,0.08,31,50,20
yolo26s,640,1,30,fp32,scaled,5,MOT17-04,0.15809379727685324,0.2550251256281407,25,0.32051282051282054,0.02564102564102564,56,78,35
yolo26s,640,1,30,fp32,fixed,30,MOT17-09,0.04761904761904767,0.22123893805309736,36,1.6363636363636365,0.18181818181818182,3,22,18
yolo26s,640,1,30,fp32,fixed,30,MOT17-02,0.12779552715654952,0.24242424242424243,32,0.64,0.08,30,50,20
yolo26s,640,1,30,fp32,fixed,30,MOT17-04,0.15960665658093798,0.25327510917030566,34,0.4358974358974359,0.02564102564102564,56,78,35
yolo26s,640,1,30,int8,scaled,5,MOT17-09,0.18253968253968256,0.23404255319148937,29,1.3181818181818181,0.2727272727272727,6,22,18
yolo26s,640,1,30,int8,scaled,5,MOT17-02,0.09904153354632583,0.165374677002584,17,0.34,0.04,39,50,20
yolo26s,640,1,30,int8,scaled,5,MOT17-04,0.12481089258698941,0.21642764015645372,15,0.19230769230769232,0.02564102564102564,60,78,35
yolo26s,640,1,30,int8,fixed,30,MOT17-09,0.19841269841269837,0.25906735751295334,32,1.4545454545454546,0.3181818181818182,4,22,18
yolo26s,640,1,30,int8,fixed,30,MOT17-02,0.09904153354632583,0.1641025641025641,20,0.4,0.04,37,50,20
yolo26s,640,1,30,int8,fixed,30,MOT17-04,0.1270801815431165,0.21558441558441557,18,0.23076923076923078,0.038461538461538464,60,78,35
yolo26s,640,1,30,trt,scaled,5,MOT17-09,0.18253968253968256,0.208955223880597,30,1.3636363636363635,0.2727272727272727,4,22,18
yolo26s,640,1,30,trt,scaled,5,MOT17-02,0.11821086261980829,0.24330900243309003,23,0.46,0.08,32,50,20
yolo26s,640,1,30,trt,scaled,5,MOT17-04,0.19591527987897128,0.30956733698964045,24,0.3076923076923077,0.038461538461538464,54,78,35
yolo26s,640,1,30,trt,fixed,30,MOT17-09,0.16666666666666663,0.21568627450980393,31,1.4090909090909092,0.22727272727272727,4,22,18
yolo26s,640,1,30,trt,fixed,30,MOT17-02,0.11821086261980829,0.23980815347721823,27,0.54,0.08,30,50,20
yolo26s,640,1,30,trt,fixed,30,MOT17-04,0.19667170953101365,0.3108682452944748,27,0.34615384615384615,0.05128205128205128,54,78,35
yolo26s,576,30,1,fp32,scaled,30,MOT17-09,0.5674232309746328,0.6083383685800604,31,1.1923076923076923,0.7692307692307693,2,26,525
yolo26s,576,30,1,fp32,scaled,30,MOT17-02,0.35451932290003196,0.5013225671724906,31,0.5849056603773585,0.2641509433962264,28,53,600
yolo26s,576,30,1,fp32,scaled,30,MOT17-04,0.27756711282991386,0.3967382135157934,37,0.46835443037974683,0.10126582278481013,45,79,1050
yolo26s,576,30,1,int8,scaled,30,MOT17-09,0.7158878504672896,0.6978335233751425,26,1.0,0.5,3,26,525
yolo26s,576,30,1,int8,scaled,30,MOT17-02,0.2897902693495156,0.45519010259505127,15,0.2830188679245283,0.1509433962264151,36,53,600
yolo26s,576,30,1,int8,scaled,30,MOT17-04,0.2395469727028452,0.36552830262488756,12,0.1518987341772152,0.10126582278481013,48,79,1050
yolo26s,576,30,1,trt,scaled,30,MOT17-09,0.7116154873164219,0.6876190476190476,30,1.1538461538461537,0.6153846153846154,3,26,525
yolo26s,576,30,1,trt,scaled,30,MOT17-02,0.3060789949962738,0.4984671125975474,26,0.49056603773584906,0.22641509433962265,28,53,600
yolo26s,576,30,1,trt,scaled,30,MOT17-04,0.31425629692875623,0.419059524247215,33,0.4177215189873418,0.11392405063291139,43,79,1050
yolo26s,576,15,2,fp32,scaled,15,MOT17-09,0.5863539445628998,0.6197114208853021,23,0.8846153846153846,0.7692307692307693,3,26,263
yolo26s,576,15,2,fp32,scaled,15,MOT17-02,0.3509369676320273,0.5063967383663714,25,0.4807692307692308,0.25,27,52,300
yolo26s,576,15,2,fp32,scaled,15,MOT17-04,0.27390998593530236,0.40836315690337166,26,0.3291139240506329,0.10126582278481013,45,79,525
yolo26s,576,15,2,int8,scaled,15,MOT17-09,0.7174840085287846,0.6852543834435183,29,1.1153846153846154,0.5384615384615384,3,26,263
yolo26s,576,15,2,int8,scaled,15,MOT17-02,0.28151618398637135,0.44457996645830156,9,0.17307692307692307,0.17307692307692307,35,52,300
yolo26s,576,15,2,int8,scaled,15,MOT17-04,0.23533252963632711,0.3611874656404618,13,0.16455696202531644,0.10126582278481013,49,79,525
yolo26s,576,15,2,trt,scaled,15,MOT17-09,0.7110874200426439,0.7007700770077008,30,1.1538461538461537,0.6538461538461539,3,26,263
yolo26s,576,15,2,trt,scaled,15,MOT17-02,0.30557921635434415,0.48774302620456467,19,0.36538461538461536,0.21153846153846154,28,52,300
yolo26s,576,15,2,trt,scaled,15,MOT17-04,0.3092726542093631,0.43906399940946333,27,0.34177215189873417,0.11392405063291139,43,79,525
yolo26s,576,10,3,fp32,scaled,10,MOT17-09,0.5805934242181234,0.6056338028169014,35,1.3461538461538463,0.7307692307692307,3,26,175
yolo26s,576,10,3,fp32,scaled,10,MOT17-02,0.344849648112604,0.48034188034188036,26,0.5,0.2692307692307692,27,52,200
yolo26s,576,10,3,fp32,scaled,10,MOT17-04,0.26965106639535763,0.4081493672322797,28,0.35443037974683544,0.08860759493670886,47,79,350
yolo26s,576,10,3,int8,scaled,10,MOT17-09,0.6968724939855653,0.6589698046181173,30,1.1538461538461537,0.34615384615384615,3,26,175
yolo26s,576,10,3,int8,scaled,10,MOT17-02,0.2741522712731925,0.4220567705909725,13,0.25,0.15384615384615385,35,52,200
yolo26s,576,10,3,int8,scaled,10,MOT17-04,0.228954706458663,0.34579439252336447,17,0.21518987341772153,0.10126582278481013,48,79,350
yolo26s,576,10,3,trt,scaled,10,MOT17-09,0.7161186848436247,0.6899191833262441,33,1.2692307692307692,0.5769230769230769,3,26,175
yolo26s,576,10,3,trt,scaled,10,MOT17-02,0.2987843889955214,0.477502691065662,19,0.36538461538461536,0.19230769230769232,28,52,200
yolo26s,576,10,3,trt,scaled,10,MOT17-04,0.3048458813776471,0.4107549580578857,25,0.31645569620253167,0.11392405063291139,43,79,350
yolo26s,576,7,4,fp32,scaled,8,MOT17-09,0.5690021231422505,0.5561657513729406,45,1.7307692307692308,0.6538461538461539,3,26,132
yolo26s,576,7,4,fp32,scaled,8,MOT17-02,0.34412265758092,0.5107122177185871,18,0.34615384615384615,0.25,27,52,150
yolo26s,576,7,4,fp32,scaled,8,MOT17-04,0.26634576815082234,0.409218406489273,23,0.2911392405063291,0.08860759493670886,47,79,263
yolo26s,576,7,4,int8,scaled,8,MOT17-09,0.6719745222929936,0.6623222748815166,39,1.5,0.34615384615384615,3,26,132
yolo26s,576,7,4,int8,scaled,8,MOT17-02,0.272572402044293,0.42105263157894735,10,0.19230769230769232,0.15384615384615385,35,52,150
yolo26s,576,7,4,int8,scaled,8,MOT17-04,0.22753710389089454,0.3534339682288785,16,0.20253164556962025,0.08860759493670886,51,79,263
yolo26s,576,7,4,trt,scaled,8,MOT17-09,0.6602972399150744,0.6362078812107367,47,1.8076923076923077,0.38461538461538464,3,26,132
yolo26s,576,7,4,trt,scaled,8,MOT17-02,0.3028109028960818,0.48703170028818443,15,0.28846153846153844,0.17307692307692307,30,52,150
yolo26s,576,7,4,trt,scaled,8,MOT17-04,0.30024067388688325,0.4264705882352941,22,0.27848101265822783,0.10126582278481013,44,79,263
yolo26s,576,5,6,fp32,scaled,5,MOT17-09,0.4832535885167464,0.5692188708430008,59,2.269230769230769,0.46153846153846156,3,26,88
yolo26s,576,5,6,fp32,scaled,5,MOT17-02,0.33205374280230326,0.47556142668428003,25,0.4807692307692308,0.23076923076923078,29,52,100
yolo26s,576,5,6,fp32,scaled,5,MOT17-04,0.248642943305187,0.36532006019215185,36,0.45569620253164556,0.0759493670886076,49,79,175
yolo26s,576,5,6,int8,scaled,5,MOT17-09,0.5917065390749601,0.6188747731397459,52,2.0,0.2692307692307692,3,26,88
yolo26s,576,5,6,int8,scaled,5,MOT17-02,0.2514395393474088,0.3931297709923664,16,0.3076923076923077,0.1346153846153846,36,52,100
yolo26s,576,5,6,int8,scaled,5,MOT17-04,0.2142641737032569,0.3256317689530686,17,0.21518987341772153,0.06329113924050633,52,79,175
yolo26s,576,5,6,trt,scaled,5,MOT17-09,0.6060606060606061,0.6081668114682884,52,2.0,0.38461538461538464,3,26,88
yolo26s,576,5,6,trt,scaled,5,MOT17-02,0.2885476647472809,0.41132242370632466,25,0.4807692307692308,0.17307692307692307,31,52,100
yolo26s,576,5,6,trt,scaled,5,MOT17-04,0.2879975874547648,0.41923467660006775,25,0.31645569620253167,0.08860759493670886,44,79,175
yolo26s,576,3,10,fp32,scaled,5,MOT17-09,0.28800000000000003,0.4392905866302865,62,2.48,0.36,3,25,53
yolo26s,576,3,10,fp32,scaled,5,MOT17-02,0.2711682743837085,0.33024691358024694,26,0.5098039215686274,0.19607843137254902,31,51,60
yolo26s,576,3,10,fp32,scaled,5,MOT17-04,0.22283702213279677,0.3196672608437314,27,0.34177215189873417,0.05063291139240506,53,79,105
yolo26s,576,3,10,int8,scaled,5,MOT17-09,0.41333333333333333,0.4820846905537459,54,2.16,0.28,3,25,53
yolo26s,576,3,10,int8,scaled,5,MOT17-02,0.210075026795284,0.2644628099173554,13,0.2549019607843137,0.09803921568627451,37,51,60
yolo26s,576,3,10,int8,scaled,5,MOT17-04,0.18284708249496984,0.27728491850629255,18,0.22784810126582278,0.0759493670886076,58,79,105
yolo26s,576,3,10,trt,scaled,5,MOT17-09,0.44533333333333336,0.5063291139240507,46,1.84,0.32,3,25,53
yolo26s,576,3,10,trt,scaled,5,MOT17-02,0.23579849946409437,0.3248259860788863,18,0.35294117647058826,0.13725490196078433,32,51,60
yolo26s,576,3,10,trt,scaled,5,MOT17-04,0.26207243460764584,0.37480739599383667,20,0.25316455696202533,0.08860759493670886,49,79,105
yolo26s,576,2,15,fp32,scaled,5,MOT17-09,0.13877551020408163,0.31004366812227074,67,2.68,0.2,5,25,35
yolo26s,576,2,15,fp32,scaled,5,MOT17-02,0.23482428115015974,0.3218116805721097,20,0.4,0.12,31,50,40
yolo26s,576,2,15,fp32,scaled,5,MOT17-04,0.20234050585126462,0.3066180935033394,23,0.2911392405063291,0.05063291139240506,56,79,70
yolo26s,576,2,15,fp32,fixed,30,MOT17-09,0.1428571428571429,0.29914529914529914,76,3.04,0.32,4,25,35
yolo26s,576,2,15,fp32,fixed,30,MOT17-02,0.2204472843450479,0.3062645011600928,34,0.68,0.12,30,50,40
yolo26s,576,2,15,fp32,fixed,30,MOT17-04,0.2030955077387694,0.30372840254622613,24,0.3037974683544304,0.05063291139240506,56,79,70
yolo26s,576,2,15,int8,scaled,5,MOT17-09,0.35510204081632657,0.4256410256410256,28,1.12,0.2,6,25,35
yolo26s,576,2,15,int8,scaled,5,MOT17-02,0.17252396166134187,0.22646310432569974,14,0.28,0.1,37,50,40
yolo26s,576,2,15,int8,scaled,5,MOT17-04,0.1574178935447339,0.24698412698412697,18,0.22784810126582278,0.02531645569620253,59,79,70
yolo26s,576,2,15,int8,fixed,30,MOT17-09,0.3224489795918367,0.3870967741935484,41,1.64,0.28,6,25,35
yolo26s,576,2,15,int8,fixed,30,MOT17-02,0.15974440894568687,0.21804511278195488,24,0.48,0.1,37,50,40
yolo26s,576,2,15,int8,fixed,30,MOT17-04,0.15779539448848623,0.25863708399366087,22,0.27848101265822783,0.02531645569620253,59,79,70
yolo26s,576,2,15,trt,scaled,5,MOT17-09,0.30204081632653057,0.3541147132169576,48,1.92,0.2,5,25,35
yolo26s,576,2,15,trt,scaled,5,MOT17-02,0.1485623003194888,0.2388419782870929,28,0.56,0.12,35,50,40
yolo26s,576,2,15,trt,scaled,5,MOT17-04,0.22989807474518686,0.3279666070363745,22,0.27848101265822783,0.0379746835443038,50,79,70
yolo26s,576,2,15,trt,fixed,30,MOT17-09,0.273469387755102,0.3228915662650602,59,2.36,0.28,4,25,35
yolo26s,576,2,15,trt,fixed,30,MOT17-02,0.14057507987220452,0.2308598351001178,43,0.86,0.12,33,50,40
yolo26s,576,2,15,trt,fixed,30,MOT17-04,0.2291430728576821,0.3315444245676804,24,0.3037974683544304,0.0379746835443038,51,79,70
yolo26s,576,1,30,fp32,scaled,5,MOT17-09,0.07936507936507942,0.23788546255506607,37,1.6818181818181819,0.22727272727272727,2,22,18
yolo26s,576,1,30,fp32,scaled,5,MOT17-02,0.12460063897763574,0.19801980198019803,24,0.48,0.08,32,50,20
yolo26s,576,1,30,fp32,scaled,5,MOT17-04,0.15355521936459904,0.25534591194968553,23,0.2948717948717949,0.05128205128205128,55,78,35
yolo26s,576,1,30,fp32,fixed,30,MOT17-09,0.05555555555555558,0.25,39,1.7727272727272727,0.2727272727272727,2,22,18
yolo26s,576,1,30,fp32,fixed,30,MOT17-02,0.1309904153354633,0.19656019656019655,27,0.54,0.08,31,50,20
yolo26s,576,1,30,fp32,fixed,30,MOT17-04,0.15733736762481088,0.2553191489361702,28,0.358974358974359,0.05128205128205128,55,78,35
yolo26s,576,1,30,int8,scaled,5,MOT17-09,0.15873015873015872,0.2198952879581152,27,1.2272727272727273,0.22727272727272727,4,22,18
yolo26s,576,1,30,int8,scaled,5,MOT17-02,0.09904153354632583,0.164021164021164,18,0.36,0.04,39,50,20
yolo26s,576,1,30,int8,scaled,5,MOT17-04,0.09304084720121031,0.1586021505376344,13,0.16666666666666666,0.01282051282051282,65,78,35
yolo26s,576,1,30,int8,fixed,30,MOT17-09,0.15873015873015872,0.2358974358974359,31,1.4090909090909092,0.2727272727272727,5,22,18
yolo26s,576,1,30,int8,fixed,30,MOT17-02,0.09904153354632583,0.16272965879265092,21,0.42,0.04,37,50,20
yolo26s,576,1,30,int8,fixed,30,MOT17-04,0.09379727685325268,0.15951742627345844,14,0.1794871794871795,0.02564102564102564,65,78,35
yolo26s,576,1,30,trt,scaled,5,MOT17-09,0.23015873015873012,0.24630541871921183,26,1.1818181818181819,0.22727272727272727,4,22,18
yolo26s,576,1,30,trt,scaled,5,MOT17-02,0.07028753993610226,0.17302798982188294,22,0.44,0.06,38,50,20
yolo26s,576,1,30,trt,scaled,5,MOT17-04,0.16338880484114982,0.2604884157795867,25,0.32051282051282054,0.02564102564102564,56,78,35
yolo26s,576,1,30,trt,fixed,30,MOT17-09,0.2222222222222222,0.2621359223300971,28,1.2727272727272727,0.2727272727272727,4,22,18
yolo26s,576,1,30,trt,fixed,30,MOT17-02,0.06709265175718848,0.1712846347607053,25,0.5,0.06,37,50,20
yolo26s,576,1,30,trt,fixed,30,MOT17-04,0.1588502269288956,0.2503128911138924,32,0.41025641025641024,0.02564102564102564,56,78,35
yolo26m,640,30,1,fp32,scaled,30,MOT17-09,0.5898531375166889,0.6443754478146645,14,0.5384615384615384,0.7307692307692307,1,26,525
yolo26m,640,30,1,fp32,scaled,30,MOT17-02,0.4210582348557437,0.5747427747558818,29,0.5471698113207547,0.2641509433962264,24,53,600
yolo26m,640,30,1,fp32,scaled,30,MOT17-04,0.28429723010471863,0.4211696435300324,26,0.3291139240506329,0.11392405063291139,46,79,1050
yolo26m,640,30,1,int8,scaled,30,MOT17-09,0.7727636849132176,0.727712902307035,23,0.8846153846153846,0.6153846153846154,3,26,525
yolo26m,640,30,1,int8,scaled,30,MOT17-02,0.360694133929522,0.5015001500150015,13,0.24528301886792453,0.1509433962264151,32,53,600
yolo26m,640,30,1,int8,scaled,30,MOT17-04,0.22872353783179733,0.37200714711137584,9,0.11392405063291139,0.10126582278481013,53,79,1050
yolo26m,640,30,1,trt,scaled,30,MOT17-09,0.7380507343124165,0.6670112417625016,24,0.9230769230769231,0.8076923076923077,2,26,525
yolo26m,640,30,1,trt,scaled,30,MOT17-02,0.43266262110081977,0.5598124581379772,31,0.5849056603773585,0.2641509433962264,24,53,600
yolo26m,640,30,1,trt,scaled,30,MOT17-04,0.3793726928002813,0.5357626201109758,36,0.45569620253164556,0.1518987341772152,34,79,1050
yolo26m,640,15,2,fp32,scaled,15,MOT17-09,0.6044776119402986,0.6692493946731235,18,0.6923076923076923,0.7692307692307693,2,26,263
yolo26m,640,15,2,fp32,scaled,15,MOT17-02,0.41269165247018735,0.5744709170770664,25,0.4807692307692308,0.2692307692307692,23,52,300
yolo26m,640,15,2,fp32,scaled,15,MOT17-04,0.2791340164757886,0.413135593220339,27,0.34177215189873417,0.11392405063291139,47,79,525
yolo26m,640,15,2,int8,scaled,15,MOT17-09,0.7686567164179104,0.7238204833141542,20,0.7692307692307693,0.5384615384615384,3,26,263
yolo26m,640,15,2,int8,scaled,15,MOT17-02,0.35221465076660985,0.49726941747572817,10,0.19230769230769232,0.1346153846153846,31,52,300
yolo26m,640,15,2,int8,scaled,15,MOT17-04,0.22242314647377937,0.37132691000679646,3,0.0379746835443038,0.10126582278481013,55,79,525
yolo26m,640,15,2,trt,scaled,15,MOT17-09,0.7409381663113006,0.7014613778705637,26,1.0,0.7307692307692307,2,26,263
yolo26m,640,15,2,trt,scaled,15,MOT17-02,0.4286626916524702,0.5597929719422501,27,0.5192307692307693,0.2692307692307692,25,52,300
yolo26m,640,15,2,trt,scaled,15,MOT17-04,0.3701024713682941,0.5227768685215494,30,0.379746835443038,0.1518987341772152,35,79,525
yolo26m,640,10,3,fp32,scaled,10,MOT17-09,0.6014434643143545,0.6434846266471449,21,0.8076923076923077,0.7692307692307693,2,26,175
yolo26m,640,10,3,fp32,scaled,10,MOT17-02,0.4062699936020473,0.5318246110325319,31,0.5961538461538461,0.25,25,52,200
yolo26m,640,10,3,fp32,scaled,10,MOT17-04,0.2756801567563494,0.42458801391344014,18,0.22784810126582278,0.11392405063291139,48,79,350
yolo26m,640,10,3,int8,scaled,10,MOT17-09,0.731355252606255,0.6798941798941799,23,0.8846153846153846,0.4230769230769231,3,26,175
yolo26m,640,10,3,int8,scaled,10,MOT17-02,0.3451695457453615,0.46529859349780955,14,0.2692307692307692,0.15384615384615385,31,52,200
yolo26m,640,10,3,int8,scaled,10,MOT17-04,0.21991107091717532,0.37490979071445757,3,0.0379746835443038,0.10126582278481013,55,79,350
yolo26m,640,10,3,trt,scaled,10,MOT17-09,0.7249398556535686,0.6592356687898089,35,1.3461538461538463,0.7307692307692307,3,26,175
yolo26m,640,10,3,trt,scaled,10,MOT17-02,0.42194497760716576,0.5412541254125413,29,0.5576923076923077,0.2692307692307692,24,52,200
yolo26m,640,10,3,trt,scaled,10,MOT17-04,0.3649860577285402,0.516701030927835,26,0.3291139240506329,0.1518987341772152,35,79,350
yolo26m,640,7,4,fp32,scaled,8,MOT17-09,0.6061571125265393,0.6706172839506173,38,1.4615384615384615,0.7307692307692307,2,26,132
yolo26m,640,7,4,fp32,scaled,8,MOT17-02,0.403747870528109,0.5554647042790951,21,0.40384615384615385,0.2692307692307692,25,52,150
yolo26m,640,7,4,fp32,scaled,8,MOT17-04,0.2690533493782591,0.41586575133485887,17,0.21518987341772153,0.11392405063291139,49,79,263
yolo26m,640,7,4,int8,scaled,8,MOT17-09,0.727176220806794,0.7005847953216374,29,1.1153846153846154,0.46153846153846156,3,26,132
yolo26m,640,7,4,int8,scaled,8,MOT17-02,0.3454003407155025,0.48079306071871125,7,0.1346153846153846,0.15384615384615385,31,52,150
yolo26m,640,7,4,int8,scaled,8,MOT17-04,0.21660649819494582,0.3536222561711024,5,0.06329113924050633,0.08860759493670886,55,79,263
yolo26m,640,7,4,trt,scaled,8,MOT17-09,0.7144373673036093,0.6251342642320086,47,1.8076923076923077,0.6538461538461539,3,26,132
